Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds,TD,1D,Succ%,Lng,Y/A,Y/G,A/G,Touch,Y/Tch,YScm,RRTD,Fmb
447,Michael Woods II,CLE,22,WR,10,0,10,5,45,9.0,0,3,40.0,15,0.5,4.5,50.0%,4.5,1,-5,0,0,0.0,-5,-5.0,-0.5,0.1,6,6.7,40,0,
448,P.J. Walker,CAR,27,QB,6,5,,,,,0,0,,,,,,,6,39,0,3,83.3,20,6.5,6.5,1.0,6,6.5,39,0,
449,Chris Evans,CIN,25,RB,12,0,4,3,38,12.7,1,2,50.0,26,0.3,3.2,75.0%,9.5,,,0,0,,,,,,3,12.7,38,1,
Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds,TD,1D,Succ%,Lng,Y/A,Y/G,A/G,Touch,Y/Tch,YScm,RRTD,Fmb
450,Mike Thomas,CIN,28,WR,10,2,10,2,38,19.0,0,1,10.0,33,0.2,3.8,20.0%,3.8,,,0,0,,,,,,2,19.0,38,0,
451,Mitchell Trubisky,PIT,28,QB,7,5,,,,,0,0,,,,,,,19,38,2,7,52.6,9,2.0,5.4,2.7,19,2.0,38,2,
452,Dax Milne,WAS,23,WR,15,1,7,6,37,6.2,1,2,85.7,12,0.4,2.5,85.7%,5.3,,,0,0,,,,,,6,6.2,37,1,1
453,Colt McCoy,ARI,36,QB,4,3,,,,,0,0,,,,,,,14,36,0,5,42.9,9,2.6,9.0,3.5,14,2.6,36,0,2
454,Cole Beasley,2TM,33,WR,4,1,7,6,35,5.8,0,1,42.9,9,1.5,8.8,85.7%,5.0,,,0,0,,,,,,6,5.8,35,0,
455,Kendall Blanton,LAR,27,TE,4,0,2,2,35,17.5,0,1,100.0,28,0.5,8.8,100.0%,17.5,,,0,0,,,,,,2,17.5,35,0,
456,Sam Howell,WAS,22,QB,1,1,,,,,0,0,,,,,,,5,35,1,4,80.0,10,7.0,35.0,5.0,5,7.0,35,1,
457,Kene Nwangwu,MIN,24,RB,17,0,2,2,21,10.5,0,1,100.0,16,0.1,1.2,100.0%,10.5,9,14,0,1,33.3,8,1.6,0.8,0.5,11,3.2,35,0,
458,Jimmy Garoppolo,SFO,31,QB,11,10,,,,,0,0,,,,,,,23,33,2,12,47.8,6,1.4,3.0,2.1,23,1.4,33,2,3
459,Larry Rountree,LAC,23,RB,4,0,2,2,14,7.0,0,1,50.0,13,0.5,3.5,100.0%,7.0,13,19,0,0,7.7,5,1.5,4.8,3.3,15,2.2,33,0,
460,Tylan Wallace,BAL,23,WR,9,0,7,4,33,8.3,0,1,42.9,12,0.4,3.7,57.1%,4.7,,,0,0,,,,,,4,8.3,33,0,
461,Jonathan Ward,2TM,25,RB,8,0,3,2,7,3.5,0,1,66.7,4,0.3,0.9,66.7%,2.3,5,25,0,2,60.0,12,5.0,3.1,0.6,7,4.6,32,0,
462,Montrell Washington,DEN,23,WR,15,1,9,4,2,0.5,0,0,0.0,4,0.3,0.1,44.4%,0.2,5,30,0,0,40.0,19,6.0,2.0,0.3,9,3.6,32,0,5
463,Derek Watt,PIT,30,FB,17,3,5,5,11,2.2,1,1,40.0,5,0.3,0.6,100.0%,2.2,9,21,1,8,88.9,4,2.3,1.2,0.5,14,2.3,32,2,
464,John Wolford,LAR,27,QB,3,3,,,,,0,0,,,,,,,8,32,0,2,37.5,14,4.0,10.7,2.7,8,4.0,32,0,3
465,Tim Jones,JAX,24,WR,17,1,4,3,30,10.0,0,1,75.0,20,0.2,1.8,75.0%,7.5,,,0,0,,,,,,3,10.0,30,0,
466,Tyrie Cleveland,DEN,25,WR,6,0,7,2,28,14.0,0,1,28.6,16,0.3,4.7,28.6%,4.0,,,0,0,,,,,,2,14.0,28,0,
467,Jaelon Darden,2TM,23,WR,14,0,2,2,26,13.0,0,1,50.0,25,0.1,1.9,100.0%,13.0,1,2,0,0,0.0,2,2.0,0.1,0.1,3,9.3,28,0,
468,Kyle Rudolph,TAM,33,TE,9,0,5,3,28,9.3,1,2,60.0,12,0.3,3.1,60.0%,5.6,,,0,0,,,,,,3,9.3,28,1,
469,Giovani Bernard,TAM,31,RB,8,0,2,2,-1,-0.5,0,0,0.0,6,0.3,-0.1,100.0%,-0.5,8,28,0,0,50.0,8,3.5,3.5,1.0,10,2.7,27,0,1
470,Teddy Bridgewater,MIA,30,QB,5,2,,,,,0,0,,,,,,,3,27,0,2,66.7,11,9.0,5.4,0.6,3,9.0,27,0,
471,Tyler Davis,GNB,25,TE,17,1,7,4,26,6.5,0,1,14.3,23,0.2,1.5,57.1%,3.7,,,0,0,,,,,,4,6.5,26,0,
472,Ben Ellefson,MIN,26,TE,4,1,3,3,26,8.7,0,2,66.7,12,0.8,6.5,100.0%,8.7,,,0,0,,,,,,3,8.7,26,0,
473,Ryan Griffin,CHI,32,TE,15,0,8,4,26,6.5,0,1,25.0,18,0.3,1.7,50.0%,3.3,,,0,0,,,,,,4,6.5,26,0,
474,DJ Turner,LVR,25,WR,9,0,1,0,0,,0,0,0.0,0,0.0,0.0,0.0%,0.0,4,26,0,1,50.0,18,6.5,2.9,0.4,4,6.5,26,0,1
475,KaVontae Turpin*,DAL,26,WR,17,0,2,1,9,9.0,0,0,50.0,9,0.1,0.5,50.0%,4.5,3,17,0,1,33.3,11,5.7,1.0,0.2,4,6.5,26,0,3
476,Trevon Wesco,CHI,27,TE,14,1,4,2,26,13.0,0,1,25.0,23,0.1,1.9,50.0%,6.5,,,0,0,,,,,,2,13.0,26,0,
477,Daylen Baldwin,CLE,23,WR,1,0,2,2,25,12.5,0,2,100.0,15,2.0,25.0,100.0%,12.5,,,0,0,,,,,,2,12.5,25,0,
478,Tyler Badie,DEN,22,RB,1,0,1,1,24,24.0,1,1,100.0,24,1.0,24.0,100.0%,24.0,1,0,0,0,0.0,0,0.0,0.0,1.0,2,12.0,24,1,
479,Simi Fehoko,DAL,25,WR,5,0,4,3,24,8.0,0,1,50.0,12,0.6,4.8,75.0%,6.0,,,0,0,,,,,,3,8.0,24,0,
Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds,TD,1D,Succ%,Lng,Y/A,Y/G,A/G,Touch,Y/Tch,YScm,RRTD,Fmb
480,D'Ernest Johnson,CLE,26,RB,15,0,3,3,7,2.3,0,0,33.3,7,0.2,0.5,100.0%,2.3,4,17,0,1,75.0,7,4.3,1.1,0.3,7,3.4,24,0,
481,Dezmon Patmon,IND,24,WR,1,0,6,2,24,12.0,0,1,33.3,17,2.0,24.0,33.3%,4.0,,,0,0,,,,,,2,12.0,24,0,
482,Dareke Young,SEA,23,WR,13,0,2,2,24,12.0,0,2,100.0,12,0.2,1.8,100.0%,12.0,,,0,0,,,,,,2,12.0,24,0,
483,Cole Turner,WAS,22,TE,10,2,9,2,23,11.5,0,1,11.1,18,0.2,2.3,22.2%,2.6,,,0,0,,,,,,2,11.5,23,0,
484,Mike Davis,BAL,29,RB,8,0,2,2,4,2.0,0,0,0.0,7,0.3,0.5,100.0%,2.0,8,18,0,1,37.5,10,2.3,2.3,1.0,10,2.2,22,0,1
485,Andy Isabella,2TM,26,WR,5,0,5,2,21,10.5,0,2,40.0,11,0.4,4.2,40.0%,4.2,1,1,0,0,0.0,1,1.0,0.2,0.2,3,7.3,22,0,
486,Pharoh Cooper,ARI,27,WR,5,1,2,2,6,3.0,0,0,0.0,3,0.4,1.2,100.0%,3.0,4,15,0,0,50.0,6,3.8,3.0,0.8,6,3.5,21,0,
487,Cade Johnson,SEA,24,WR,3,0,4,2,21,10.5,0,2,50.0,11,0.7,7.0,50.0%,5.3,,,0,0,,,,,,2,10.5,21,0,
488,Skylar Thompson,MIA,25,QB,7,2,,,,,0,0,,,,,,,14,21,0,1,14.3,9,1.5,3.0,2.0,14,1.5,21,0,2
489,Blake Bell,KAN,31,TE,3,1,2,2,20,10.0,1,1,50.0,17,0.7,6.7,100.0%,10.0,,,0,0,,,,,,2,10.0,20,1,
490,Ty Chandler,MIN,24,RB,3,0,,,,,0,0,,,,,,,6,20,0,1,33.3,10,3.3,6.7,2.0,6,3.3,20,0,
491,Keke Coutee,IND,25,WR,8,0,1,1,20,20.0,0,0,100.0,20,0.1,2.5,100.0%,20.0,,,0,0,,,,,,1,20.0,20,0,4
492,Penny Hart,SEA,26,WR,9,0,4,3,20,6.7,0,1,25.0,15,0.3,2.2,75.0%,5.0,,,0,0,,,,,,3,6.7,20,0,
493,Lil'Jordan Humphrey,NWE,24,WR,6,2,4,2,20,10.0,0,0,50.0,11,0.3,3.3,50.0%,5.0,,,0,0,,,,,,2,10.0,20,0,
494,Danny Gray,SFO,23,WR,13,0,7,1,10,10.0,0,1,14.3,10,0.1,0.8,14.3%,1.4,1,9,0,0,100.0,9,9.0,0.7,0.1,2,9.5,19,0,
495,Troy Hairston,HOU,24,TE,16,5,8,5,19,3.8,0,0,25.0,7,0.3,1.2,62.5%,2.4,,,0,0,,,,,,5,3.8,19,0,
496,Jesper Horsted,LVR,25,WR,15,0,4,3,19,6.3,0,0,25.0,9,0.2,1.3,75.0%,4.8,,,0,0,,,,,,3,6.3,19,0,
497,Trey Sermon,PHI,23,RB,2,0,,,,,0,0,,,,,,,2,19,0,2,100.0,14,9.5,9.5,1.0,2,9.5,19,0,
498,Michael Burton,KAN,30,RB,17,0,3,2,11,5.5,0,0,33.3,9,0.1,0.6,66.7%,3.7,5,7,0,2,40.0,6,1.4,0.4,0.3,7,2.6,18,0,
499,Keith Kirkwood,NOR,28,WR,5,1,4,2,18,9.0,0,1,25.0,14,0.4,3.6,50.0%,4.5,,,0,0,,,,,,2,9.0,18,0,
500,Adam Prentice,NOR,25,FB,11,2,3,3,9,3.0,0,1,33.3,4,0.3,0.8,100.0%,3.0,4,9,0,3,75.0,3,2.3,0.8,0.4,7,2.6,18,0,1
501,Maxx Williams,ARI,28,TE,11,1,3,3,18,6.0,0,0,100.0,7,0.3,1.6,100.0%,6.0,,,0,0,,,,,,3,6.0,18,0,
502,Braylon Sanders,MIA,23,WR,3,0,3,2,17,8.5,0,0,33.3,13,0.7,5.7,66.7%,5.7,,,0,0,,,,,,2,8.5,17,0,1
503,Stone Smartt,LAC,24,TE,7,1,5,4,17,4.3,0,1,20.0,8,0.6,2.4,80.0%,3.4,,,0,0,,,,,,4,4.3,17,0,
504,J.J. Taylor,NWE,24,RB,1,0,1,1,8,8.0,0,0,100.0,8,1.0,8.0,100.0%,8.0,10,9,0,0,0.0,5,0.9,9.0,10.0,11,1.5,17,0,
505,Juwann Winfree,GNB,26,WR,3,0,4,1,17,17.0,0,1,25.0,17,0.3,5.7,25.0%,4.3,,,0,0,,,,,,1,17.0,17,0,
506,Zander Horvath,LAC,24,FB,15,2,8,5,8,1.6,2,2,37.5,5,0.3,0.5,62.5%,1.0,4,8,0,2,50.0,3,2.0,0.5,0.3,9,1.8,16,2,
507,Dennis Houston,DAL,23,WR,2,0,6,2,16,8.0,0,0,16.7,11,1.0,8.0,33.3%,2.7,,,0,0,,,,,,2,8.0,16,0,
508,Jameis Winston,NOR,28,QB,3,3,,,,,0,0,,,,,,,5,16,0,0,40.0,6,3.2,5.3,1.7,5,3.2,16,0,3
509,Quintez Cephus,DET,24,WR,4,1,3,2,15,7.5,0,1,66.7,9,0.5,3.8,66.7%,5.0,,,0,0,,,,,,2,7.5,15,0,
Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds,TD,1D,Succ%,Lng,Y/A,Y/G,A/G,Touch,Y/Tch,YScm,RRTD,Fmb
510,Frank Darby,ATL,25,WR,5,0,1,1,15,15.0,0,1,100.0,15,0.2,3.0,100.0%,15.0,,,0,0,,,,,,1,15.0,15,0,
511,Bryan Edwards,ATL,24,WR,7,1,5,3,15,5.0,0,0,20.0,10,0.4,2.1,60.0%,3.0,,,0,0,,,,,,3,5.0,15,0,
512,Ihmir Smith-Marsette,2TM,23,WR,8,0,4,1,15,15.0,0,0,25.0,15,0.1,1.9,25.0%,3.8,1,-1,0,0,0.0,0,-1.0,-0.1,0.1,2,7.0,14,0,1
513,Nsimba Webster,CHI,26,WR,2,0,3,2,14,7.0,0,1,66.7,8,1.0,7.0,66.7%,4.7,,,0,0,,,,,,2,7.0,14,0,1
514,Kyle Allen,HOU,26,QB,2,2,,,,,0,0,,,,,,,6,13,0,2,50.0,5,2.2,6.5,3.0,6,2.2,13,0,4
515,Deonte Harty,NOR,25,WR,4,0,2,2,13,6.5,0,0,50.0,9,0.5,3.3,100.0%,6.5,,,0,0,,,,,,2,6.5,13,0,1
516,Ty Montgomery,NWE,29,WR,1,0,4,3,15,5.0,1,1,25.0,7,3.0,15.0,75.0%,3.8,2,-2,0,0,0.0,0,-1.0,-2.0,2.0,5,2.6,13,1,
517,Brock Purdy,SFO,23,QB,9,5,,,,,0,0,,,,,,,22,13,1,5,27.3,13,0.6,1.4,2.4,22,0.6,13,1,
518,Austin Trammell,LAR,24,WR,6,0,4,2,13,6.5,0,1,50.0,8,0.3,2.2,50.0%,3.3,,,0,0,,,,,,2,6.5,13,0,
519,Jerome Ford,CLE,23,RB,13,0,,,,,0,0,,,,,,,8,12,0,1,12.5,9,1.5,0.9,0.6,8,1.5,12,0,
520,Jake Gervase,LAR,27,LB,14,0,1,1,12,12.0,0,1,100.0,12,0.1,0.9,100.0%,12.0,,,0,0,,,,,,1,12.0,12,0,
521,Jalen Tolbert,DAL,23,WR,8,1,3,2,12,6.0,0,0,33.3,8,0.3,1.5,66.7%,4.0,,,0,0,,,,,,2,6.0,12,0,
522,Miles Boykin,PIT,26,WR,16,1,3,2,11,5.5,0,1,33.3,11,0.1,0.7,66.7%,3.7,,,0,0,,,,,,2,5.5,11,0,
523,Sean McKeon,DAL,25,TE,13,0,3,2,11,5.5,0,1,33.3,10,0.2,0.8,66.7%,3.7,,,0,0,,,,,,2,5.5,11,0,
524,Jakob Johnson,LVR,28,FB,17,9,6,5,10,2.0,0,0,0.0,5,0.3,0.6,83.3%,1.7,,,0,0,,,,,,5,2.0,10,0,
525,Keith Smith,ATL,30,WR,17,6,2,1,8,8.0,0,0,50.0,8,0.1,0.5,50.0%,4.0,1,2,0,1,100.0,2,2.0,0.1,0.1,2,5.0,10,0,
526,Stephen Anderson,ARI,29,TE,16,0,7,3,9,3.0,0,0,14.3,6,0.2,0.6,42.9%,1.3,,,0,0,,,,,,3,3.0,9,0,
527,Jason Cabinda,DET,26,LB,8,2,4,1,5,5.0,0,1,25.0,5,0.1,0.6,25.0%,1.3,1,4,0,1,100.0,4,4.0,0.5,0.1,2,4.5,9,0,
528,Penei Sewell*,DET,22,RT,17,17,1,1,9,9.0,0,1,100.0,9,0.1,0.5,100.0%,9.0,,,0,0,,,,,,1,9.0,9,0,
529,Matthew Stafford,LAR,34,QB,9,9,,,,,0,0,,,,,,,13,9,1,3,38.5,4,0.7,1.0,1.4,13,0.7,9,1,5
530,Mike White,NYJ,27,QB,4,4,,,,,0,0,,,,,,,6,9,1,3,66.7,4,1.5,2.3,1.5,6,1.5,9,1,2
531,Reggie Bonnafon,WAS,26,LB,1,0,,,,,0,0,,,,,,,3,8,0,0,0.0,5,2.7,8.0,3.0,3,2.7,8,0,
532,Nick Foles,IND,33,QB,3,2,,,,,0,0,,,,,,,2,8,0,0,50.0,8,4.0,2.7,0.7,2,4.0,8,0,
533,Tyron Johnson,2TM,26,WR,4,1,1,1,8,8.0,0,0,100.0,8,0.3,2.0,100.0%,8.0,,,0,0,,,,,,1,8.0,8,0,
534,Nick Mullens,MIN,27,QB,4,0,,,,,0,0,,,,,,,4,8,0,1,50.0,4,2.0,2.0,1.0,4,2.0,8,0,
535,Jeremy Ruckert,NYJ,22,TE,9,0,2,1,8,8.0,0,0,50.0,8,0.1,0.9,50.0%,4.0,,,0,0,,,,,,1,8.0,8,0,
536,Trevor Siemian,CHI,31,QB,2,1,,,,,0,0,,,,,,,4,8,0,1,25.0,6,2.0,4.0,2.0,4,2.0,8,0,
537,Maurice Alexander,DET,25,WR,4,0,1,1,7,7.0,0,0,0.0,7,0.3,1.8,100.0%,7.0,,,0,0,,,,,,1,7.0,7,0,
538,Jalen Camp,HOU,24,WR,2,0,1,1,7,7.0,0,1,100.0,7,0.5,3.5,100.0%,7.0,,,0,0,,,,,,1,7.0,7,0,
539,Kylin Hill,GNB,24,RB,2,0,,,,,0,0,,,,,,,1,7,0,1,100.0,7,7.0,3.5,0.5,1,7.0,7,0,
Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds,TD,1D,Succ%,Lng,Y/A,Y/G,A/G,Touch,Y/Tch,YScm,RRTD,Fmb
540,Godwin Igwebuike,SEA,28,RB,5,0,1,1,3,3.0,0,0,0.0,3,0.2,0.6,100.0%,3.0,3,4,0,0,33.3,4,1.3,0.8,0.6,4,1.8,7,0,
541,Tyler Mabry,SEA,26,TE,2,0,1,1,7,7.0,1,1,100.0,7,0.5,3.5,100.0%,7.0,,,0,0,,,,,,1,7.0,7,1,
542,Devine Ozigbo,DEN,26,RB,4,0,1,1,3,3.0,0,0,0.0,3,0.3,0.8,100.0%,3.0,3,4,0,0,33.3,4,1.3,1.0,0.8,4,1.8,7,0,
543,Nathan Peterman,CHI,28,QB,3,1,,,,,0,0,,,,,,,2,7,0,0,50.0,6,3.5,2.3,0.7,2,3.5,7,0,
544,Brett Rypien,DEN,26,QB,4,2,,,,,0,0,,,,,,,6,7,0,2,33.3,6,1.2,1.8,1.5,6,1.2,7,0,4
545,Tommy Sweeney,BUF,27,TE,5,0,1,1,7,7.0,0,1,100.0,7,0.2,1.4,100.0%,7.0,,,0,0,,,,,,1,7.0,7,0,
546,C.J. Board,TEN,29,WR,4,0,1,1,6,6.0,0,0,100.0,6,0.3,1.5,100.0%,6.0,,,0,0,,,,,,1,6.0,6,0,1
547,Jacob Harris,LAR,25,WR,7,0,1,1,6,6.0,0,1,100.0,6,0.1,0.9,100.0%,6.0,,,0,0,,,,,,1,6.0,6,0,
548,Cooper Rush,DAL,29,QB,9,5,,,,,0,0,,,,,,,9,6,0,1,11.1,6,0.7,0.7,1.0,9,0.7,6,0,2
549,Mason Schreck,HOU,29,TE,3,1,2,2,6,3.0,0,0,50.0,6,0.7,2.0,100.0%,3.0,,,0,0,,,,,,2,3.0,6,0,
550,Devin Asiasi,CIN,25,TE,12,0,4,2,5,2.5,0,0,25.0,6,0.2,0.4,50.0%,1.3,,,0,0,,,,,,2,2.5,5,0,
551,David Blough,ARI,27,QB,2,2,,,,,0,0,,,,,,,4,5,0,0,25.0,4,1.3,2.5,2.0,4,1.3,5,0,1
552,Jason Moore,LAC,27,WR,6,0,2,1,5,5.0,0,0,0.0,5,0.2,0.8,50.0%,2.5,,,0,0,,,,,,1,5.0,5,0,
553,Ty'Son Williams,ARI,26,RB,1,0,1,1,5,5.0,0,0,0.0,5,1.0,5.0,100.0%,5.0,,,0,0,,,,,,1,5.0,5,0,
554,Marcus Allen,PIT,26,DB,15,0,,,,,0,0,,,,,,,1,4,0,1,100.0,4,4.0,0.3,0.1,1,4.0,4,0,
555,Chase Daniel,LAC,36,QB,4,0,,,,,0,0,,,,,,,1,4,0,0,0.0,4,4.0,1.0,0.3,1,4.0,4,0,
556,Demetric Felton,CLE,24,WR,8,2,4,2,8,4.0,0,0,25.0,5,0.3,1.0,50.0%,2.0,1,-4,0,0,0.0,-4,-4.0,-0.5,0.1,3,1.3,4,0,1
557,Kamu Grugier-Hill,2TM,28,LB-LLB,15,6,1,1,4,4.0,0,1,100.0,4,0.1,0.3,100.0%,4.0,,,0,0,,,,,,1,4.0,4,0,
558,Duke Johnson,BUF,29,RB,1,0,,,,,0,0,,,,,,,2,4,0,1,50.0,4,2.0,4.0,2.0,2,2.0,4,0,
559,Richard Rodgers,LAC,30,TE,10,1,4,1,4,4.0,0,0,0.0,4,0.1,0.4,25.0%,1.0,,,0,0,,,,,,1,4.0,4,0,
560,Nick Bellore,SEA,33,LB,16,0,,,,,0,0,,,,,,,1,3,0,0,100.0,3,3.0,0.2,0.1,1,3.0,3,0,
561,Erik Ezukanma,MIA,22,WR,1,0,1,1,3,3.0,0,0,0.0,3,1.0,3.0,100.0%,3.0,,,0,0,,,,,,1,3.0,3,0,
562,Joe Flacco,NYJ,37,QB,5,4,0,0,-3,,0,0,,0,0.0,-0.6,0.0%,,3,6,0,1,33.3,7,2.0,1.2,0.6,3,1.0,3,0,5
563,Josh Johnson,SFO,36,QB,2,0,,,,,0,0,,,,,,,2,3,0,0,0.0,4,1.5,1.5,1.0,2,1.5,3,0,
564,Mason Kinsey,TEN,24,WR,2,0,1,1,3,3.0,0,0,0.0,3,0.5,1.5,100.0%,3.0,,,0,0,,,,,,1,3.0,3,0,1
565,Gardner Minshew II,PHI,26,QB,5,2,,,,,0,0,,,,,,,7,3,1,1,14.3,3,0.4,0.6,1.4,7,0.4,3,1,4
566,M.J. Stewart,HOU,27,DB,17,0,,,,,0,0,,,,,,,1,3,0,1,100.0,3,3.0,0.2,0.1,1,3.0,3,0,
567,Sean Chandler,CAR,26,S,17,0,,,,,0,0,,,,,,,1,2,0,1,100.0,2,2.0,0.1,0.1,1,2.0,2,0,
568,Ashtyn Davis,NYJ,26,S,14,0,,,,,0,0,,,,,,,1,2,0,1,100.0,2,2.0,0.1,0.1,1,2.0,2,0,
569,Cody White,PIT,24,WR,1,1,1,1,2,2.0,0,0,0.0,2,1.0,2.0,100.0%,2.0,,,0,0,,,,,,1,2.0,2,0,
Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds,TD,1D,Succ%,Lng,Y/A,Y/G,A/G,Touch,Y/Tch,YScm,RRTD,Fmb
570,Damien Williams,ATL,30,RB,1,1,,,,,0,0,,,,,,,2,2,0,0,0.0,2,1.0,2.0,2.0,2,1.0,2,0,
571,Jordan Howard,NOR,28,RB,2,0,,,,,0,0,,,,,,,1,1,0,0,0.0,1,1.0,0.5,0.5,1,1.0,1,0,
